"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.631446250E0,2.191195680E0,-1.429914368E0,-1.766602893E0,3.157036489E0
2.641446250E0,1.819988118E0,1.355016214E-1,-1.292467378E0,2.236333911E0
2.651445250E0,1.302203577E0,9.147547889E-1,-1.198738266E0,1.992356371E0
2.661445250E0,6.440599868E-1,7.647158200E-1,-1.021905016E0,1.429648003E0
2.671445250E0,-9.927962606E-1,3.138761973E-1,-5.615888107E-1,1.183023531E0
2.681445250E0,-3.690805205E0,-4.958503193E-1,1.122653345E-1,3.725656198E0
2.691445250E0,-5.883642052E0,-1.754522545E0,5.178937741E-1,6.161477673E0
2.701445250E0,-6.935384824E0,-2.899071155E0,3.257110349E-1,7.523979260E0
2.711448875E0,-7.330311617E0,-3.485409476E0,-3.832265139E-2,8.116835358E0
2.721448875E0,-7.673545514E0,-3.373466871E0,-7.608840664E-1,8.416800108E0
2.731448875E0,-7.901742461E0,-4.560198464E0,-2.464176890E0,9.450138184E0
2.741448875E0,-8.373765961E0,-2.427427139E0,-2.489881250E0,9.067076018E0
2.751448875E0,-7.833258702E0,1.637272423E0,-1.636741934E0,8.168202191E0
2.761447875E0,-5.500316720E0,4.046306561E0,-4.418037741E-1,6.842607060E0
2.771447875E0,-2.458852415E0,5.373753152E0,-8.701680154E-3,5.909589991E0
2.781447875E0,-9.329595101E-1,5.952740353E0,4.624482460E-1,6.043127464E0
2.791447875E0,-2.738163382E-1,6.249071395E0,9.543439472E-1,6.327451388E0
2.801447875E0,3.044738746E-1,6.579596370E0,1.174935128E0,6.690610233E0
2.811447875E0,1.013379775E0,6.672778768E0,1.099188834E0,6.838211107E0
2.821447875E0,1.577745721E0,7.009905249E0,1.214959319E0,7.287261441E0
2.831447875E0,1.673315537E0,7.275435498E0,1.444064776E0,7.603766807E0
2.841447875E0,1.508902358E0,7.009222294E0,1.398278447E0,7.304872765E0
2.851447875E0,1.047888288E0,6.570931966E0,1.223827060E0,6.765572366E0
2.861447875E0,7.438903767E-1,6.165635136E0,1.328797591E0,6.350915884E0
2.871446875E0,8.408108997E-1,5.823273059E0,1.393358892E0,6.046397364E0
2.881446875E0,5.996845901E-1,5.512202940E0,1.399708968E0,5.718670130E0
2.891446875E0,2.110122719E-1,4.933456644E0,1.570767069E0,5.181778635E0
2.901446875E0,1.560428900E-1,4.433773475E0,1.710871180E0,4.754973902E0
2.911446875E0,-4.597110182E-2,3.877017388E0,1.862530120E0,4.301441110E0
2.921446875E0,-4.423143822E-1,3.388032870E0,2.148117050E0,4.035940485E0
2.931446875E0,-3.202593103E-1,2.811826605E0,2.509289035E0,3.782256779E0
2.941446875E0,-3.792778891E-1,2.307246392E0,2.656863695E0,3.539231884E0
2.951446875E0,-4.214488855E-1,1.750516033E0,2.703630603E0,3.248314022E0
2.961446875E0,-4.725187594E-1,9.477833712E-1,2.682915380E0,2.884372069E0
2.971445875E0,-6.072529337E-1,-6.807328463E-2,2.690170313E0,2.758696506E0
2.981445875E0,-8.376529647E-1,-1.307410523E0,2.714077823E0,3.126851963E0
2.991445875E0,-9.550899057E-1,-2.555053731E0,2.673256364E0,3.819266407E0
3.001445875E0,-1.075337457E0,-3.888898931E0,2.557370982E0,4.777031702E0
3.011445875E0,-9.992023239E-1,-5.173193071E0,2.477009189E0,5.822019096E0
3.021445875E0,-6.525960445E-1,-6.244953786E0,2.399720693E0,6.721903658E0
3.031445875E0,-4.326574132E-2,-6.993047726E0,2.232710473E0,7.340952559E0
3.041445875E0,9.231733176E-1,-7.308530154E0,2.005756644E0,7.634783671E0
3.051445875E0,2.120188263E0,-7.377845387E0,1.535001990E0,7.828411840E0
3.061445875E0,3.372792979E0,-7.307993964E0,5.583507688E-1,8.068101625E0
3.071445875E0,3.466511859E0,-6.752837090E0,-9.772182548E-1,7.653265235E0
3.081444875E0,3.283354846E0,-5.663454037E0,-2.891133268E0,7.156380526E0
3.091444875E0,3.696120908E0,-4.274492982E0,-5.163831679E0,7.654917219E0
3.101444875E0,4.319113085E0,-3.785469872E0,-8.577397585E0,1.032260962E1
3.111444875E0,5.264047692E0,-4.071015725E0,-1.153533675E1,1.331718293E1
3.121444875E0,3.507182752E0,-4.896169535E0,-7.883238362E0,9.920597464E0
3.131444875E0,9.577902961E-1,-6.155662710E0,-3.678907875E0,7.234909039E0
3.141444875E0,8.060196742E-1,-4.364415557E0,-2.653243099E0,5.170830670E0
3.151444875E0,9.145151992E-1,-1.366886061E0,-1.758893924E0,2.407991568E0
3.161444875E0,7.747661604E-1,4.443848813E-1,-8.210648525E-1,1.213213921E0
3.171443875E0,5.631658047E-2,1.852948726E0,5.235633440E-1,1.926320097E0
